"id","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","filhos"
"16881",16881,1.51,55.29,24.25,"F","1ºGrau","Humanas","sim",1,2821.54,0
"16882",16882,1.64,60.76,22.59,"M","Mestrado","Humanas","Não",0,2722.98,2
"16883",16883,1.77,65.98,21.06,"M","3ºgrau","Exatas","sim",1,2590.56,1
"16884",16884,1.55,56.92,23.69,"M","PósDoc","Humanas","Não",0,2354.97,2
"16885",16885,1.39,50.49,26.13,"M","Doutorado","Humanas","Não",0,2600.23,2
"16886",16886,1.51,55.32,24.26,"F","2ºGrau","Exatas","Não",0,3016.84,2
"16887",16887,1.34,48.72,27.13,"F","1ºGrau","Exatas","Não",0,4051.91,0
"16888",16888,1.43,52.36,25.61,"M","3ºgrau","Humanas","sim",1,3086.06,2
"16889",16889,1.29,46.8,28.12,"F","1ºGrau","Humanas","sim",1,3104.01,1
"16890",16890,1.58,58.1,23.27,"F","Mestrado","Humanas","sim",1,2990.78,0
"16891",16891,1.46,53.39,25.05,"M","Mestrado","Exatas","sim",1,4062.2,0
"16892",16892,1.65,60.98,22.4,"M","1ºGrau","Exatas","Não",0,2850.33,1
"16893",16893,1.41,51.51,25.91,"F","Mestrado","Humanas","Não",0,2994.39,2
"16894",16894,1.41,51.31,25.81,"M","1ºGrau","Biologicas","Não",0,3367.56,0
"16895",16895,1.33,48.22,27.26,"F","Mestrado","Exatas","Não",0,2813.26,1
"16896",16896,1.55,57.19,23.8,"M","Mestrado","Humanas","sim",1,2716.59,0
"16897",16897,1.61,59.37,22.9,"M","Doutorado","Biologicas","Não",0,3572.22,2
"16898",16898,1.79,66.4,20.72,"M","Doutorado","Biologicas","sim",1,3081.46,1
"16899",16899,1.75,65.07,21.25,"F","PósDoc","Biologicas","sim",1,3124.55,2
"16900",16900,1.56,57.32,23.55,"M","Analfabeto","Exatas","Não",0,3393.34,2
"16901",16901,1.63,60.25,22.68,"F","Analfabeto","Exatas","Não",0,2910.77,2
"16902",16902,1.54,56.41,23.79,"F","2ºGrau","Biologicas","Não",0,2978.47,2
"16903",16903,1.47,53.63,24.82,"M","1ºGrau","Humanas","Não",0,2640.81,1
"16904",16904,1.29,46.77,28.11,"M","1ºGrau","Exatas","Não",0,3286.67,2
"16905",16905,1.47,53.73,24.86,"M","Analfabeto","Humanas","sim",1,2823.37,1
"16906",16906,1.55,57.12,23.78,"M","3ºgrau","Humanas","sim",1,3143.05,1
"16907",16907,1.63,60.12,22.63,"M","2ºGrau","Humanas","sim",1,3206.26,2
"16908",16908,1.54,56.74,23.92,"M","Mestrado","Humanas","Não",0,3085.75,0
"16909",16909,1.23,44.25,29.25,"F","Mestrado","Humanas","sim",1,2739.33,2
"16910",16910,1.36,49.56,26.79,"F","Doutorado","Exatas","sim",1,2875.06,0
"16911",16911,1.52,55.67,24.1,"F","PósDoc","Biologicas","Não",0,2825.75,2
"16912",16912,1.5,55.11,24.49,"F","Doutorado","Exatas","sim",1,2849.59,0
"16913",16913,1.54,56.65,23.89,"M","Mestrado","Exatas","Não",0,2833.36,2
"16914",16914,1.44,52.56,25.35,"M","1ºGrau","Humanas","Não",0,2824.3,0
"16915",16915,1.5,55.09,24.48,"F","Doutorado","Humanas","sim",1,2844.35,0
"16916",16916,1.41,51.59,25.95,"F","1ºGrau","Humanas","Não",0,2782.56,2
"16917",16917,1.6,58.89,23,"M","1ºGrau","Humanas","sim",1,2813.02,2
"16918",16918,1.55,57.17,23.8,"M","Analfabeto","Humanas","Não",0,2954.08,1
"16919",16919,1.33,48.22,27.26,"M","PósDoc","Exatas","Não",0,2444.68,2
"16920",16920,1.45,52.86,25.14,"F","PósDoc","Humanas","Não",0,2696.78,0
"16921",16921,1.47,53.86,24.92,"M","Analfabeto","Exatas","sim",1,3090.06,1
"16922",16922,1.54,56.58,23.86,"F","1ºGrau","Biologicas","Não",0,3536.95,1
"16923",16923,1.39,50.74,26.26,"F","3ºgrau","Biologicas","sim",1,2984.81,0
"16924",16924,1.32,47.93,27.51,"F","1ºGrau","Humanas","sim",1,2872.37,1
"16925",16925,1.47,53.99,24.98,"F","Analfabeto","Humanas","sim",1,3386.63,1
"16926",16926,1.4,50.92,25.98,"M","2ºGrau","Biologicas","Não",0,3151.99,1
"16927",16927,1.34,48.5,27.01,"F","Analfabeto","Biologicas","sim",1,3094.14,0
"16928",16928,1.3,47,27.81,"F","Analfabeto","Humanas","Não",0,2747.19,1
"16929",16929,1.65,61.09,22.44,"F","Doutorado","Humanas","Não",0,2415.17,2
"16930",16930,1.41,51.33,25.82,"M","Analfabeto","Exatas","Não",0,3161.66,0
"16931",16931,1.46,53.47,25.08,"M","2ºGrau","Exatas","Não",0,3345.59,0
"16932",16932,1.38,50.08,26.3,"F","Doutorado","Biologicas","sim",1,3233.63,1
"16933",16933,1.33,48.09,27.19,"M","Analfabeto","Biologicas","sim",1,3207.57,2
"16934",16934,1.38,50.24,26.38,"F","Doutorado","Biologicas","sim",1,3136.85,0
"16935",16935,1.62,59.8,22.79,"F","Mestrado","Biologicas","Não",0,3026.07,2
"16936",16936,1.23,44.32,29.29,"F","3ºgrau","Exatas","Não",0,3322.62,0
"16937",16937,1.49,54.65,24.62,"F","2ºGrau","Humanas","sim",1,2704.09,2
"16938",16938,1.65,61.05,22.42,"M","3ºgrau","Humanas","sim",1,2844.66,0
"16939",16939,1.55,57.03,23.74,"M","Analfabeto","Humanas","Não",0,3802.12,0
"16940",16940,1.5,55.02,24.45,"M","1ºGrau","Humanas","sim",1,2935.48,2
"16941",16941,1.39,50.54,26.16,"M","3ºgrau","Exatas","Não",0,3222.28,2
"16942",16942,1.39,50.61,26.19,"F","2ºGrau","Humanas","Não",0,2574.52,1
"16943",16943,1.32,47.92,27.5,"F","Doutorado","Exatas","Não",0,2915.01,1
"16944",16944,1.53,56.4,24.09,"F","1ºGrau","Biologicas","sim",1,3064.16,2
"16945",16945,1.48,54.36,24.82,"M","2ºGrau","Humanas","sim",1,3072.31,0
"16946",16946,1.32,47.92,27.5,"M","Doutorado","Humanas","Não",0,3460.72,1
"16947",16947,1.5,54.87,24.39,"F","Mestrado","Exatas","Não",0,2617.16,2
"16948",16948,1.45,52.94,25.18,"M","Doutorado","Humanas","sim",1,3302.6,1
"16949",16949,1.65,60.83,22.34,"F","Mestrado","Exatas","sim",1,2251.54,1
"16950",16950,1.49,54.66,24.62,"F","Doutorado","Humanas","sim",1,2842.76,1
"16951",16951,1.41,51.27,25.79,"F","PósDoc","Exatas","sim",1,2981.86,2
"16952",16952,1.54,56.8,23.95,"F","Doutorado","Exatas","Não",0,4007.52,2
"16953",16953,1.51,55.35,24.28,"F","Mestrado","Biologicas","Não",0,3283.44,2
"16954",16954,1.66,61.43,22.29,"F","Doutorado","Exatas","Não",0,2836.15,1
"16955",16955,1.51,55.37,24.28,"F","PósDoc","Humanas","sim",1,2944.49,1
"16956",16956,1.68,62.19,22.03,"M","1ºGrau","Biologicas","Não",0,3039.51,0
"16957",16957,1.31,47.52,27.69,"F","3ºgrau","Humanas","sim",1,3441.72,1
"16958",16958,1.41,51.25,25.78,"F","2ºGrau","Humanas","sim",1,2544.22,1
"16959",16959,1.43,52.12,25.49,"M","Doutorado","Biologicas","sim",1,2883.12,1
"16960",16960,1.49,54.63,24.61,"F","Analfabeto","Humanas","Não",0,3000.35,0
"16961",16961,1.31,47.23,27.52,"F","Analfabeto","Biologicas","sim",1,3263.09,1
"16962",16962,1.57,57.96,23.51,"M","PósDoc","Biologicas","sim",1,2433.82,1
"16963",16963,1.42,51.74,25.66,"M","3ºgrau","Exatas","Não",0,2612.21,1
"16964",16964,1.42,51.85,25.71,"F","Mestrado","Humanas","Não",0,2733.68,0
"16965",16965,1.63,60.2,22.66,"M","PósDoc","Biologicas","Não",0,2903.89,0
"16966",16966,1.55,57.04,23.74,"M","Mestrado","Humanas","Não",0,4011.61,0
"16967",16967,1.54,56.74,23.92,"F","Mestrado","Biologicas","Não",0,2594.35,2
"16968",16968,1.55,56.82,23.65,"F","1ºGrau","Humanas","Não",0,3111.22,0
"16969",16969,1.52,55.76,24.13,"F","Analfabeto","Exatas","Não",0,2425.29,1
"16970",16970,1.38,50.36,26.44,"M","2ºGrau","Biologicas","sim",1,2447.08,1
"16971",16971,1.53,56.25,24.03,"M","3ºgrau","Exatas","Não",0,2965.35,1
"16972",16972,1.53,56.37,24.08,"F","Analfabeto","Humanas","Não",0,3275.89,1
"16973",16973,1.47,53.86,24.92,"M","Analfabeto","Humanas","Não",0,3263.73,0
"16974",16974,1.55,56.93,23.7,"F","2ºGrau","Exatas","Não",0,3682.12,2
"16975",16975,1.54,56.49,23.82,"M","Mestrado","Biologicas","sim",1,3081.68,1
"16976",16976,1.49,54.79,24.68,"M","Analfabeto","Humanas","sim",1,3048.26,2
"16977",16977,1.55,56.81,23.65,"M","2ºGrau","Exatas","Não",0,3196.06,2
"16978",16978,1.52,55.86,24.18,"F","Analfabeto","Humanas","sim",1,3609.1,1
"16979",16979,1.67,61.89,22.19,"M","Mestrado","Exatas","sim",1,3068.92,2
"16980",16980,1.38,50.34,26.43,"F","Analfabeto","Humanas","Não",0,2955.02,0
"16981",16981,1.51,55.25,24.23,"M","Mestrado","Biologicas","Não",0,3692.59,2
"16982",16982,1.51,55.43,24.31,"M","3ºgrau","Exatas","sim",1,3102.69,2
"16983",16983,1.35,48.95,26.86,"F","PósDoc","Biologicas","sim",1,2286.38,0
"16984",16984,1.59,58.4,23.1,"M","1ºGrau","Humanas","Não",0,2829.03,0
"16985",16985,1.53,56.38,24.08,"M","Mestrado","Exatas","Não",0,2944.49,2
"16986",16986,1.58,58.02,23.24,"F","Mestrado","Biologicas","sim",1,3344.63,1
"16987",16987,1.57,57.74,23.42,"M","Mestrado","Biologicas","sim",1,3130.4,2
"16988",16988,1.34,48.52,27.02,"F","Doutorado","Exatas","Não",0,3045.88,2
"16989",16989,1.36,49.41,26.71,"F","Mestrado","Exatas","Não",0,3138.74,2
"16990",16990,1.51,55.31,24.26,"F","Mestrado","Exatas","sim",1,2297.99,0
"16991",16991,1.58,58.25,23.33,"M","PósDoc","Biologicas","Não",0,2332.91,1
"16992",16992,1.48,54.39,24.83,"M","PósDoc","Exatas","Não",0,3407.34,1
"16993",16993,1.57,57.82,23.46,"M","3ºgrau","Biologicas","Não",0,2714.08,2
"16994",16994,1.51,55.38,24.29,"F","Mestrado","Exatas","Não",0,3235.14,1
"16995",16995,1.7,62.96,21.79,"F","Doutorado","Biologicas","Não",0,2449.81,1
"16996",16996,1.6,58.99,23.04,"F","3ºgrau","Biologicas","Não",0,2881.32,0
"16997",16997,1.5,54.88,24.39,"F","Doutorado","Biologicas","sim",1,2564.33,2
"16998",16998,1.47,53.95,24.97,"M","2ºGrau","Exatas","Não",0,2219.35,0
"16999",16999,1.45,52.89,25.16,"F","1ºGrau","Biologicas","sim",1,3254.59,1
"17000",17000,1.39,50.58,26.18,"M","Mestrado","Biologicas","sim",1,2475.08,0
"17001",17001,1.44,52.77,25.45,"F","3ºgrau","Exatas","Não",0,2329.6,0
"17002",17002,1.53,56.31,24.05,"F","PósDoc","Exatas","Não",0,3080.43,1
"17003",17003,1.48,54.28,24.78,"M","2ºGrau","Biologicas","sim",1,2895.82,1
"17004",17004,1.8,66.88,20.64,"M","3ºgrau","Exatas","sim",1,2878.49,1
"17005",17005,1.52,55.77,24.14,"M","Mestrado","Humanas","sim",1,3128.73,2
"17006",17006,1.39,50.59,26.18,"M","3ºgrau","Exatas","Não",0,3518.69,0
"17007",17007,1.41,51.5,25.9,"F","PósDoc","Humanas","Não",0,2927.52,1
"17008",17008,1.68,62.17,22.03,"F","2ºGrau","Humanas","sim",1,3035.46,1
"17009",17009,1.44,52.52,25.33,"M","Mestrado","Exatas","sim",1,3277.18,1
"17010",17010,1.55,57.09,23.76,"F","3ºgrau","Exatas","Não",0,2226.39,2
"17011",17011,1.49,54.47,24.53,"F","Mestrado","Biologicas","sim",1,3207.35,2
"17012",17012,1.54,56.71,23.91,"F","3ºgrau","Humanas","sim",1,2985.61,2
"17013",17013,1.56,57.59,23.66,"F","PósDoc","Exatas","Não",0,2657.02,0
"17014",17014,1.54,56.46,23.81,"F","2ºGrau","Exatas","sim",1,2642.8,1
"17015",17015,1.45,53.19,25.3,"M","Mestrado","Biologicas","Não",0,3300.17,0
"17016",17016,1.45,53.03,25.22,"F","Mestrado","Biologicas","Não",0,3359.65,1
"17017",17017,1.5,54.86,24.38,"F","1ºGrau","Humanas","Não",0,3164.58,2
"17018",17018,1.5,55,24.44,"M","Mestrado","Biologicas","Não",0,2716.69,0
"17019",17019,1.53,56.17,24,"F","Mestrado","Biologicas","Não",0,2751.68,2
"17020",17020,1.61,59.38,22.91,"M","3ºgrau","Biologicas","sim",1,2838.25,2
"17021",17021,1.46,53.3,25,"M","Doutorado","Exatas","sim",1,2860.14,0
"17022",17022,1.37,49.98,26.63,"F","PósDoc","Humanas","Não",0,2711.34,0
"17023",17023,1.43,52.29,25.57,"F","Doutorado","Biologicas","Não",0,2430.23,2
"17024",17024,1.45,52.83,25.13,"M","2ºGrau","Exatas","Não",0,2689.08,2
"17025",17025,1.55,56.86,23.67,"F","2ºGrau","Biologicas","sim",1,2867,2
"17026",17026,1.32,47.61,27.32,"M","1ºGrau","Humanas","sim",1,3381.68,1
"17027",17027,1.57,57.65,23.39,"M","PósDoc","Humanas","Não",0,3575.87,0
"17028",17028,1.4,51.13,26.09,"F","Analfabeto","Exatas","sim",1,2551,1
"17029",17029,1.51,55.45,24.32,"M","Analfabeto","Humanas","Não",0,2695.53,2
"17030",17030,1.46,53.37,25.04,"F","PósDoc","Biologicas","Não",0,2621.56,0
"17031",17031,1.44,52.61,25.37,"M","Mestrado","Humanas","Não",0,3450.3,1
"17032",17032,1.67,61.82,22.17,"M","3ºgrau","Biologicas","Não",0,3249.85,0
"17033",17033,1.64,60.71,22.57,"F","PósDoc","Humanas","Não",0,2917.66,1
"17034",17034,1.52,55.67,24.1,"M","Doutorado","Biologicas","Não",0,3173.75,1
"17035",17035,1.38,50.05,26.28,"M","2ºGrau","Biologicas","Não",0,2900.85,1
"17036",17036,1.43,52.26,25.56,"F","PósDoc","Humanas","Não",0,2647.41,2
"17037",17037,1.37,49.7,26.48,"F","Doutorado","Exatas","sim",1,3470.86,1
"17038",17038,1.49,54.6,24.59,"M","1ºGrau","Humanas","sim",1,2550.05,0
"17039",17039,1.3,47.07,27.85,"M","2ºGrau","Exatas","sim",1,2867.3,2
"17040",17040,1.71,63.49,21.71,"F","3ºgrau","Humanas","Não",0,1955.3,1
"17041",17041,1.32,47.93,27.51,"F","Analfabeto","Biologicas","Não",0,2480.81,2
"17042",17042,1.54,56.62,23.87,"F","PósDoc","Biologicas","Não",0,3114.33,0
"17043",17043,1.45,52.99,25.2,"M","PósDoc","Humanas","sim",1,2487.97,2
"17044",17044,1.4,50.94,25.99,"M","1ºGrau","Exatas","Não",0,2949.44,1
"17045",17045,1.58,58.32,23.36,"F","Analfabeto","Humanas","Não",0,2619.56,0
"17046",17046,1.51,55.54,24.36,"F","1ºGrau","Exatas","sim",1,3408.26,1
"17047",17047,1.47,53.96,24.97,"F","2ºGrau","Exatas","sim",1,3486.18,0
"17048",17048,1.36,49.41,26.71,"F","2ºGrau","Humanas","Não",0,2978.98,1
"17049",17049,1.35,49.14,26.96,"M","2ºGrau","Biologicas","Não",0,2726.36,0
"17050",17050,1.55,56.99,23.72,"F","Doutorado","Exatas","sim",1,3644.79,1
"17051",17051,1.52,55.62,24.07,"F","Doutorado","Exatas","sim",1,2974.36,0
"17052",17052,1.4,51.15,26.1,"F","1ºGrau","Humanas","sim",1,2902.22,2
"17053",17053,1.64,60.45,22.48,"F","Mestrado","Humanas","Não",0,2742.57,2
"17054",17054,1.54,56.56,23.85,"F","Mestrado","Exatas","sim",1,2976.56,2
"17055",17055,1.49,54.58,24.58,"F","2ºGrau","Humanas","Não",0,3103.72,0
"17056",17056,1.52,55.68,24.1,"F","3ºgrau","Humanas","sim",1,2254.76,0
"17057",17057,1.43,52.23,25.54,"M","Mestrado","Biologicas","Não",0,2688.57,1
"17058",17058,1.67,61.69,22.12,"F","PósDoc","Exatas","sim",1,2769.42,2
"17059",17059,1.58,58.36,23.38,"M","2ºGrau","Humanas","sim",1,3006.85,1
"17060",17060,1.34,48.66,27.1,"F","3ºgrau","Humanas","Não",0,3405.94,0
"17061",17061,1.75,64.99,21.22,"F","Mestrado","Exatas","Não",0,2896.94,1
"17062",17062,1.42,51.62,25.6,"F","Doutorado","Biologicas","sim",1,3506.08,1
"17063",17063,1.25,45.07,28.84,"M","Doutorado","Biologicas","Não",0,2627.03,0
"17064",17064,1.49,54.64,24.61,"F","Doutorado","Humanas","Não",0,2552.67,1
"17065",17065,1.65,60.94,22.38,"F","Mestrado","Biologicas","sim",1,3153.31,0
"17066",17066,1.56,57.38,23.58,"F","1ºGrau","Exatas","Não",0,2840.29,1
"17067",17067,1.38,50,26.25,"M","1ºGrau","Biologicas","Não",0,3396.9,2
"17068",17068,1.5,55.16,24.52,"M","3ºgrau","Biologicas","sim",1,3417.63,1
"17069",17069,1.44,52.54,25.34,"F","PósDoc","Humanas","Não",0,2719.9,2
"17070",17070,1.48,54.39,24.83,"M","Mestrado","Humanas","Não",0,3083.1,0
"17071",17071,1.6,59.07,23.07,"M","Doutorado","Humanas","Não",0,2722.26,0
"17072",17072,1.55,57.09,23.76,"M","2ºGrau","Humanas","sim",1,2746.13,1
"17073",17073,1.55,56.93,23.7,"M","Mestrado","Humanas","sim",1,2697.6,1
"17074",17074,1.38,50.16,26.34,"M","1ºGrau","Humanas","sim",1,2844.59,1
"17075",17075,1.58,58.14,23.29,"M","PósDoc","Exatas","Não",0,2700.51,1
"17076",17076,1.55,57.07,23.75,"F","1ºGrau","Biologicas","Não",0,2669.47,0
"17077",17077,1.63,60.39,22.73,"M","Analfabeto","Humanas","Não",0,3092.85,1
"17078",17078,1.49,54.6,24.59,"M","3ºgrau","Exatas","sim",1,2997.44,0
"17079",17079,1.56,57.5,23.63,"F","Mestrado","Humanas","sim",1,3225.41,1
"17080",17080,1.59,58.7,23.22,"F","Analfabeto","Humanas","sim",1,3101.09,2
"17081",17081,1.52,55.99,24.23,"F","Mestrado","Exatas","sim",1,2654.24,2
"17082",17082,1.36,49.47,26.75,"F","1ºGrau","Humanas","Não",0,2475.09,1
"17083",17083,1.27,45.84,28.42,"F","Mestrado","Biologicas","sim",1,3100.15,1
"17084",17084,1.32,47.81,27.44,"M","Doutorado","Biologicas","Não",0,2771.89,0
"17085",17085,1.4,50.84,25.94,"F","3ºgrau","Biologicas","sim",1,3191.26,1
"17086",17086,1.39,50.53,26.15,"M","PósDoc","Exatas","Não",0,2755.08,2
"17087",17087,1.54,56.4,23.78,"F","2ºGrau","Biologicas","Não",0,2584.04,0
"17088",17088,1.48,54.17,24.73,"M","Analfabeto","Biologicas","Não",0,2992.3,0
"17089",17089,1.56,57.56,23.65,"M","Analfabeto","Humanas","sim",1,2459.78,0
"17090",17090,1.53,56,23.92,"F","3ºgrau","Exatas","Não",0,3563.62,2
"17091",17091,1.67,61.74,22.14,"F","Analfabeto","Exatas","sim",1,3365.45,1
"17092",17092,1.46,53.39,25.05,"M","Doutorado","Exatas","sim",1,3232.09,2
"17093",17093,1.58,58.17,23.3,"M","PósDoc","Exatas","Não",0,3521.49,1
"17094",17094,1.47,53.63,24.82,"M","Analfabeto","Exatas","sim",1,2550.16,0
"17095",17095,1.58,58.36,23.38,"M","Mestrado","Exatas","Não",0,2240.14,0
"17096",17096,1.48,54.07,24.68,"M","3ºgrau","Exatas","sim",1,3288.25,0
"17097",17097,1.87,69.91,19.99,"F","2ºGrau","Humanas","Não",0,3024.57,0
"17098",17098,1.58,58.08,23.27,"M","3ºgrau","Humanas","Não",0,3023.31,1
"17099",17099,1.55,57.09,23.76,"F","Analfabeto","Exatas","Não",0,2101.55,2
"17100",17100,1.54,56.7,23.91,"F","Doutorado","Humanas","Não",0,2984.6,1
"17101",17101,1.45,52.99,25.2,"F","Mestrado","Biologicas","sim",1,3426.05,2
"17102",17102,1.61,59.34,22.89,"F","Doutorado","Biologicas","Não",0,2167.75,0
"17103",17103,1.46,53.37,25.04,"M","Doutorado","Exatas","Não",0,2863.54,2
"17104",17104,1.45,53.04,25.23,"F","Doutorado","Biologicas","Não",0,3246.46,1
"17105",17105,1.35,48.86,26.81,"M","2ºGrau","Humanas","Não",0,3529.69,2
"17106",17106,1.37,49.88,26.58,"M","Doutorado","Exatas","sim",1,3699.12,1
"17107",17107,1.32,47.83,27.45,"F","Analfabeto","Humanas","Não",0,3240,1
"17108",17108,1.4,51.17,26.11,"F","Analfabeto","Exatas","Não",0,3012.17,1
"17109",17109,1.53,56.09,23.96,"M","Mestrado","Humanas","Não",0,2083.37,0
"17110",17110,1.63,60.1,22.62,"M","Mestrado","Exatas","sim",1,2624.52,2
"17111",17111,1.57,57.63,23.38,"F","2ºGrau","Humanas","Não",0,2970.9,1
"17112",17112,1.66,61.43,22.29,"F","Doutorado","Humanas","sim",1,4179.9,2
"17113",17113,1.72,63.71,21.54,"F","Doutorado","Biologicas","Não",0,3540.7,2
"17114",17114,1.61,59.41,22.92,"F","PósDoc","Exatas","Não",0,2896.1,0
"17115",17115,1.56,57.31,23.55,"F","PósDoc","Biologicas","Não",0,2719.54,2
"17116",17116,1.47,53.79,24.89,"F","2ºGrau","Biologicas","Não",0,2801.88,2
"17117",17117,1.49,54.51,24.55,"F","Analfabeto","Biologicas","Não",0,3213.87,1
"17118",17118,1.55,57.05,23.75,"F","PósDoc","Biologicas","sim",1,2909.74,0
"17119",17119,1.68,62.06,21.99,"M","2ºGrau","Humanas","sim",1,2653.59,0
"17120",17120,1.59,58.41,23.1,"M","Doutorado","Humanas","sim",1,3350.74,2
"17121",17121,1.51,55.35,24.28,"F","1ºGrau","Biologicas","Não",0,3242.08,1
"17122",17122,1.45,53.13,25.27,"F","Mestrado","Exatas","Não",0,3145.44,1
"17123",17123,1.49,54.66,24.62,"M","2ºGrau","Humanas","sim",1,2901.08,1
"17124",17124,1.44,52.44,25.29,"M","PósDoc","Biologicas","Não",0,2741.28,0
"17125",17125,1.39,50.68,26.23,"M","Mestrado","Humanas","sim",1,2650.18,2
"17126",17126,1.51,55.49,24.34,"M","2ºGrau","Exatas","Não",0,3015.53,2
"17127",17127,1.38,50.12,26.32,"F","2ºGrau","Humanas","Não",0,2895.19,2
"17128",17128,1.44,52.49,25.31,"F","3ºgrau","Biologicas","Não",0,2655.8,1
"17129",17129,1.44,52.44,25.29,"M","2ºGrau","Humanas","sim",1,3281.17,0
"17130",17130,1.4,50.97,26.01,"F","PósDoc","Biologicas","sim",1,3055.12,0
"17131",17131,1.71,63.45,21.7,"F","3ºgrau","Exatas","sim",1,2391.09,2
"17132",17132,1.49,54.42,24.51,"M","Analfabeto","Exatas","Não",0,2844.5,0
"17133",17133,1.52,55.71,24.11,"M","Analfabeto","Humanas","sim",1,3451.8,0
"17134",17134,1.45,52.98,25.2,"M","Analfabeto","Biologicas","sim",1,3341.63,1
"17135",17135,1.55,57,23.73,"F","Doutorado","Exatas","sim",1,3129,1
"17136",17136,1.47,53.77,24.88,"M","3ºgrau","Biologicas","sim",1,4148.95,2
"17137",17137,1.69,62.54,21.9,"M","PósDoc","Biologicas","sim",1,3446.54,0
"17138",17138,1.61,59.35,22.9,"M","Analfabeto","Biologicas","Não",0,2517.77,0
"17139",17139,1.48,54.02,24.66,"F","Analfabeto","Exatas","Não",0,2452.65,0
"17140",17140,1.51,55.37,24.28,"F","1ºGrau","Biologicas","Não",0,3294.91,1
"17141",17141,1.56,57.51,23.63,"M","Analfabeto","Exatas","Não",0,3225.44,2
"17142",17142,1.65,60.85,22.35,"M","1ºGrau","Exatas","sim",1,2947.26,1
"17143",17143,1.45,53.17,25.29,"F","Analfabeto","Exatas","sim",1,2743.93,2
"17144",17144,1.43,52.05,25.45,"F","3ºgrau","Humanas","sim",1,2454.47,2
"17145",17145,1.49,54.51,24.55,"F","Analfabeto","Exatas","sim",1,3440.05,0
"17146",17146,1.4,51.02,26.03,"F","Doutorado","Exatas","Não",0,3659.04,2
"17147",17147,1.48,54.4,24.84,"F","1ºGrau","Exatas","sim",1,3633.29,1
"17148",17148,1.57,57.78,23.44,"M","PósDoc","Humanas","Não",0,3097.71,1
"17149",17149,1.39,50.46,26.12,"F","Mestrado","Biologicas","sim",1,3615.83,1
"17150",17150,1.49,54.52,24.56,"M","2ºGrau","Biologicas","Não",0,2443.72,2
"17151",17151,1.45,52.97,25.19,"M","Analfabeto","Biologicas","Não",0,2836.36,1
"17152",17152,1.51,55.3,24.25,"F","Mestrado","Biologicas","Não",0,3026.9,1
"17153",17153,1.49,54.74,24.66,"M","1ºGrau","Exatas","Não",0,3008.71,0
"17154",17154,1.67,61.67,22.11,"M","Mestrado","Exatas","Não",0,2907.58,2
"17155",17155,1.4,50.97,26.01,"M","Analfabeto","Exatas","Não",0,3038.05,1
"17156",17156,1.42,51.71,25.64,"M","Analfabeto","Humanas","Não",0,3284.97,0
"17157",17157,1.56,57.6,23.67,"F","Mestrado","Humanas","sim",1,3235.48,1
"17158",17158,1.61,59.41,22.92,"F","2ºGrau","Exatas","sim",1,2613.49,0
"17159",17159,1.51,55.41,24.3,"M","Mestrado","Biologicas","Não",0,2981.05,2
"17160",17160,1.65,60.87,22.36,"F","1ºGrau","Humanas","sim",1,3107.58,1
"17161",17161,1.34,48.45,26.98,"M","PósDoc","Humanas","sim",1,3485.51,2
"17162",17162,1.46,53.25,24.98,"F","Doutorado","Humanas","sim",1,3205.07,0
"17163",17163,1.36,49.23,26.62,"F","1ºGrau","Humanas","sim",1,3639.55,0
"17164",17164,1.57,57.88,23.48,"M","3ºgrau","Exatas","Não",0,2913.6,0
"17165",17165,1.45,52.81,25.12,"M","Analfabeto","Biologicas","Não",0,1944.94,1
"17166",17166,1.52,55.81,24.16,"F","PósDoc","Humanas","sim",1,2968.84,2
"17167",17167,1.42,51.81,25.69,"F","2ºGrau","Humanas","sim",1,3200.21,2
"17168",17168,1.47,53.97,24.98,"M","PósDoc","Exatas","Não",0,2750.24,1
"17169",17169,1.7,63.04,21.81,"F","Doutorado","Humanas","sim",1,2764.76,1
"17170",17170,1.42,51.99,25.78,"F","PósDoc","Exatas","sim",1,2881.05,0
"17171",17171,1.58,58.03,23.25,"F","Mestrado","Exatas","Não",0,2598.1,0
"17172",17172,1.43,52.11,25.48,"M","3ºgrau","Humanas","Não",0,2952.39,1
"17173",17173,1.34,48.45,26.98,"M","PósDoc","Humanas","sim",1,3119.57,0
"17174",17174,1.66,61.51,22.32,"F","Analfabeto","Biologicas","Não",0,3399.23,2
"17175",17175,1.47,53.76,24.88,"F","PósDoc","Exatas","Não",0,2880.87,0
"17176",17176,1.44,52.77,25.45,"M","Mestrado","Humanas","Não",0,2765.66,1
"17177",17177,1.54,56.56,23.85,"M","1ºGrau","Exatas","Não",0,1975.84,2
"17178",17178,1.44,52.44,25.29,"M","PósDoc","Biologicas","Não",0,3004.11,2
"17179",17179,1.37,49.77,26.52,"F","Mestrado","Humanas","sim",1,2269.7,1
"17180",17180,1.52,55.79,24.15,"F","Doutorado","Exatas","Não",0,3110.71,1
"17181",17181,1.57,57.82,23.46,"M","2ºGrau","Humanas","Não",0,3122.75,0
"17182",17182,1.49,54.79,24.68,"F","2ºGrau","Humanas","sim",1,3363.12,2
"17183",17183,1.61,59.5,22.95,"F","Mestrado","Exatas","sim",1,3151.41,1
"17184",17184,1.34,48.62,27.08,"M","Mestrado","Humanas","Não",0,3450.02,1
"17185",17185,1.24,44.64,29.03,"F","Doutorado","Exatas","Não",0,3209.59,1
